user_idx,item_idx
18903,653
31850,653
29044,653
11856,653
32349,653
9813,653
23130,653
23130,653
24077,653
26886,653
10523,653
7706,653
2640,653
4700,653
30908,653
16348,653
6768,653
8497,653
1884,653
11763,653
31882,653
21434,653
19602,653
18164,653
14634,653
29728,653
9076,653
470,653
29728,653
31870,653
13427,653
8030,653
11498,653
5549,653
30093,653
23480,653
10468,653
10468,653
13330,653
13330,653
13330,653
27134,653
18085,653
1255,653
31860,653
13842,653
3396,653
31976,653
8385,653
15385,653
16724,653
3108,653
3108,653
19581,653
16126,653
15773,653
28262,653
26145,653
23191,653
21343,653
19567,653
27996,653
27996,653
24837,653
10801,653
14232,653
31320,653
10004,653
18941,653
31475,653
3994,653
1647,653
12661,653
26741,653
28829,653
14265,653
11358,653
11233,493
26781,493
14631,493
24379,493
11498,493
9318,493
5544,493
27914,493
2180,493
23126,493
15437,493
25576,493
21027,493
7203,493
7203,493
7060,493
17645,493
14581,493
28243,493
9885,493
6128,493
5577,493
2775,493
1570,493
32000,493
18356,493
27910,493
14581,493
31916,493
31235,493
29371,493
22043,493
1542,493
8887,493
13366,493
25803,493
5726,493
12869,493
23439,493
1170,493
11870,493
4118,493
9307,493
6245,493
2939,493
31897,493
25677,493
15331,493
13003,493
626,493
25614,493
13141,493
11831,493
16482,493
20382,493
19493,493
16071,493
11120,493
24552,493
24736,493
18421,493
16343,493
4129,493
5149,493
2939,493
31309,493
2587,493
15012,493
28070,493
29263,493
21161,493
22709,493
21161,493
17760,493
22359,493
19650,493
13660,493
13185,493
7379,493
9682,493
26173,493
24412,493
10229,493
21161,493
16202,493
14578,493
28684,493
21161,493
30470,493
29320,493
1302,493
24616,493
9857,493
22854,493
10678,493
7444,493
16289,493
31867,493
5291,493
5332,493
10053,493
29827,493
23629,493
3319,493
19355,493
18099,493
17396,493
15493,493
6771,493
30352,493
30189,493
30189,493
31042,493
2943,493
15493,493
3733,493
2943,493
18099,493
25317,493
18460,493
6264,493
24887,493
14909,493
17997,493
30195,493
30779,493
23697,493
13655,493
17997,493
16026,493
31306,493
2249,493
11281,493
28896,493
15708,493
26514,493
19211,493
29423,493
3602,493
3837,493
6320,493
21836,493
3837,493
6703,493
7060,493
29692,493
11580,493
4345,493
19824,493
11185,493
12996,493
1020,493
21091,493
11634,493
22096,493
30597,493
1302,493
9059,493
7379,493
7876,493
30280,493
2943,493
26886,493
17674,493
30280,493
23333,493
25158,493
18421,493
10725,493
8688,493
26196,493
24097,493
25474,493
10725,493
25474,493
25195,493
19716,493
13480,493
24521,493
30597,493
9679,493
28151,493
9679,493
21056,493
6110,493
8050,493
4521,493
32101,493
7605,493
17460,493
18339,493
2832,493
1888,493
13323,493
2663,493
1888,493
2663,493
24279,493
9,493
24860,493
2456,493
8948,493
1204,493
8696,493
29613,493
1204,493
19424,493
9,493
9,493
27972,493
3605,493
7893,493
9279,493
8719,493
3605,493
23850,493
11620,493
2456,493
10326,493
7045,493
11701,493
27002,493
4903,493
23850,493
8378,493
9647,493
32198,493
15134,493
9647,493
14807,493
14819,493
4521,493
14174,493
8518,493
24097,493
14819,493
13480,493
30367,493
10004,493
28912,493
20151,493
15134,493
28328,493
30367,493
28328,493
20151,493
18421,493
32198,493
20151,493
22125,493
23066,493
28912,493
23066,493
3800,493
15753,493
17695,493
2221,493
17695,493
2221,493
12831,493
4154,493
18850,493
13281,493
1300,493
24940,493
18442,493
30143,493
21473,493
16372,493
29639,493
2708,493
8518,493
12984,493
25095,493
23740,493
12337,493
15753,493
1473,493
6638,493
16400,493
10540,493
15085,493
9,493
12984,493
26275,493
3578,493
6320,493
30143,493
30281,493
27214,493
14695,493
21473,493
27214,493
1899,493
1463,493
30702,493
11074,493
14125,493
6866,493
19966,493
4866,493
14407,493
6769,493
18194,493
25314,493
18511,493
25255,493
2429,493
13998,493
1083,493
2429,493
31963,493
1192,493
10459,493
5516,493
29288,493
8726,493
31029,493
1083,493
8726,493
26504,493
19920,493
32087,493
14743,493
3070,493
30723,493
8726,493
3743,493
520,493
520,493
2060,493
18421,493
6100,493
21097,493
30224,493
6100,493
19110,493
17742,493
18186,493
23740,493
18186,493
18186,493
28986,493
25095,493
28021,493
19920,493
16371,493
22958,493
15855,493
10385,493
8696,493
20996,493
26998,493
24843,493
29206,493
29206,493
798,493
3498,493
1409,493
9179,493
21948,493
21948,493
27178,493
17718,493
17718,493
25340,493
19931,493
12112,493
19397,493
16322,493
9179,493
23029,493
4268,493
11648,493
22985,493
5309,493
1449,493
22687,493
